ENSEMBL;Gene Symbol;logFC;logCPM;F;PValue;FDR;type
ENSG00000288061;;-1.06050819832455;1.66450877528558;15.5429506672667;0.000808971808823554;0.00357306525475967;down
ENSG00000168702;LRP1B;-1.06089944400548;3.83349282210856;39.5132026853358;3.9448043522359e-06;5.63635579970131e-05;down
ENSG00000119866;BCL11A;-1.0610695808109;1.79095545701793;15.4115255389728;0.000841130180132319;0.00368377445452571;down
ENSG00000165121;AL353743.1;-1.06193392909356;2.25654286715111;20.4619975707647;0.000208623102488653;0.00121657421427638;down
ENSG00000243926;TIPARP-AS1;-1.06207441054982;1.85314767215048;19.3635198876532;0.000277831804616922;0.0015216567278706;down
ENSG00000138193;PLCE1;-1.06218599641281;2.74935122423359;35.3544886565019;8.26620104284835e-06;9.89147526115721e-05;down
ENSG00000065717;TLE2;-1.06261909795931;3.45459691353948;46.6964775503029;1.23630873337371e-06;2.28146260718092e-05;down
ENSG00000150782;IL18;-1.06397931719389;5.71151457876889;25.3941648604512;6.33895607589591e-05;0.000482160508915889;down
ENSG00000154065;ANKRD29;-1.06399492540486;3.10708551168866;41.5302815209887;2.80840088306396e-06;4.36003457850151e-05;down
ENSG00000087510;TFAP2C;-1.064417801379;4.92810974855895;55.6220815307111;3.45548976327181e-07;8.49479627568472e-06;down
ENSG00000158825;CDA;-1.06801019893363;3.88022158779579;56.4130647598639;3.10967771140869e-07;7.90875851403359e-06;down
ENSG00000261949;GFY;-1.07365024714755;3.61734137880257;56.5069165584329;3.07124143959054e-07;7.82523228724817e-06;down
ENSG00000162512;SDC3;-1.07479189680966;3.66745395417965;63.4771401757743;1.27049362136651e-07;4.01166247757893e-06;down
ENSG00000144857;BOC;-1.0750016438466;1.40357636199745;13.8549107052374;0.00135170512604253;0.0053736173274627;down
ENSG00000102890;ELMO3;-1.07528414187662;3.44431303811735;57.2414278176983;2.78787371293536e-07;7.31646857345961e-06;down
ENSG00000105514;RAB3D;-1.07559362485469;4.80556135630621;115.076854856759;9.93918493629475e-10;9.86023538219085e-08;down
ENSG00000182568;SATB1;-1.07667717319088;4.41739473244332;47.5769698983089;1.0820232881116e-06;2.06011341507509e-05;down
ENSG00000145703;IQGAP2;-1.07709612330399;2.37854304862158;25.6322310163613;6.00590788846812e-05;0.000460332271473381;down
ENSG00000161682;FAM171A2;-1.0792897989677;4.91427997965535;91.6225605157179;6.77037712500536e-09;4.20906823220333e-07;down
ENSG00000187720;THSD4;-1.07955557804255;4.80131961247166;97.8599831813934;3.91628818480179e-09;2.82376490355708e-07;down
ENSG00000286171;;-1.07960113026327;2.43610954930823;22.8474202565029;0.000115140642097814;0.000770247394387478;down
ENSG00000103089;FA2H;-1.08125257382319;2.65448742830892;24.3709657387165;8.02158665651671e-05;0.000580175564381363;down
ENSG00000183111;ARHGEF37;-1.08199137542498;2.38958720295575;26.8243756232975;4.60376752449056e-05;0.000377476554118253;down
ENSG00000106688;SLC1A1;-1.08220368566143;3.59924468448752;68.8956371495969;6.72762631917105e-08;2.38847809524276e-06;down
ENSG00000162105;SHANK2;-1.08359405715735;3.16905350855687;34.9647679281701;8.88558892220513e-06;0.000104359041010752;down
ENSG00000173267;SNCG;-1.08369087547246;3.50958350629146;44.7043721516968;1.6828794211306e-06;2.93152146236299e-05;down
ENSG00000232931;LINC00342;-1.08401778760058;4.22556307477049;19.5083799819256;0.000267399944427002;0.00147783106386602;down
ENSG00000173269;MMRN2;-1.08507741333746;1.67409582356246;12.8270325263455;0.0018743875039338;0.00699918110118154;down
ENSG00000172986;GXYLT2;-1.08543156176947;2.79432491221547;32.1205404624236;1.53091677028379e-05;0.000157578287310887;down
ENSG00000167680;SEMA6B;-1.08874746542584;3.02175821947906;23.6596180994744;9.48035568299505e-05;0.000663075699145594;down
ENSG00000119242;CCDC92;-1.08994896015441;2.61546896982699;22.4221659481553;0.000127674301112854;0.000831428363112942;down
ENSG00000105429;MEGF8;-1.0900803662117;2.99783033338178;27.9819983746848;3.58027939036585e-05;0.000308380222367226;down
ENSG00000109654;TRIM2;-1.09033292560598;6.06780302183378;160.468548646501;5.42455322795476e-11;9.34772479137178e-09;down
ENSG00000215105;TTC3P1;-1.09355438369411;1.83277380866695;14.4693444820519;0.0011176834900599;0.00463388219178634;down
ENSG00000202515;VTRNA1-3;-1.09585481863815;2.19539564252488;14.8923845993702;0.000982714366909084;0.00418830909587666;down
ENSG00000155016;CYP2U1;-1.09679881563839;3.38150074699677;34.0798329413263;1.04907678729684e-05;0.000118324011745257;down
ENSG00000157570;TSPAN18;-1.09893344822541;3.88602776067969;75.7050988162729;3.1929099961609e-08;1.37001303761652e-06;down
ENSG00000142156;COL6A1;-1.09920087496825;5.97203813162707;95.9159065134155;4.62998624013371e-09;3.12870760999953e-07;down
ENSG00000242861;AL591895.1;-1.09939324672349;3.60862008149638;63.152693245048;1.3215384168629e-07;4.15408525282656e-06;down
ENSG00000275183;LENG9;-1.10117234832952;1.24812740414052;11.6812728723113;0.00273675654634741;0.00949919368990262;down
ENSG00000166313;APBB1;-1.10153421709207;1.43567732576217;13.9144054270693;0.00132682625656671;0.00530124126731079;down
ENSG00000260428;SCX;-1.10166362547958;1.79114750742725;13.520667186635;0.0015014378692741;0.00582861622172938;down
ENSG00000206337;HCP5;-1.10488546344003;1.42869895395232;12.3939637798928;0.00215874884084221;0.0078636923921096;down
ENSG00000003249;DBNDD1;-1.10563020706478;3.82648829078317;60.9569313063735;1.73251010342068e-07;5.10196870034704e-06;down
ENSG00000150347;ARID5B;-1.1056715273554;4.43615413673457;91.3572163683255;6.93461401821078e-09;4.26861331668489e-07;down
ENSG00000157303;SUSD3;-1.10597459126125;3.00148146911675;47.3359516970531;1.12203318360365e-06;2.11808369396056e-05;down
ENSG00000154310;TNIK;-1.10682933981533;6.37395939353934;227.776481524682;2.26623387633204e-12;9.822814900233e-10;down
ENSG00000007516;BAIAP3;-1.10870661584936;2.33940165174732;24.8740573570787;7.13971402907119e-05;0.00053094268920068;down
ENSG00000167972;ABCA3;-1.10871361233326;1.79377345769085;23.2140065303074;0.000105420217797689;0.000723932482839099;down
ENSG00000124191;TOX2;-1.10893046024475;6.86137605562973;185.124224273833;1.50286387203768e-11;3.82219269855693e-09;down
ENSG00000107796;ACTA2;-1.10923954982;2.88993097035921;36.8391560856668;6.30702196134244e-06;7.99957445872408e-05;down
ENSG00000154529;CNTNAP3B;-1.10934975070244;3.14568708680087;52.0585785381895;5.63741070511346e-07;1.24182836130909e-05;down
ENSG00000007255;TRAPPC6A;-1.1114508125999;3.74141924876627;54.6378933679042;3.94618657795343e-07;9.41966857549703e-06;down
ENSG00000226945;AC098935.1;-1.11406793144609;1.94324490283314;15.9240202336209;0.000723160386068061;0.00327682781999353;down
ENSG00000167861;HID1;-1.11455736387673;3.09752064532143;33.3267762646988;1.21102438522308e-05;0.000131724798604203;down
ENSG00000253671;AC027117.1;-1.1158422693019;1.72197837067306;13.7761494274901;0.00138543826908394;0.00546209428070636;down
ENSG00000204642;HLA-F;-1.11962919986265;3.10993281271278;49.4153429001303;8.23801054392905e-07;1.65090675484928e-05;down
ENSG00000037042;TUBG2;-1.12043205672418;2.22869233749767;25.3648669803818;6.38133099461148e-05;0.000484856371279877;down
ENSG00000182749;PAQR7;-1.12305314078372;4.56031001171182;45.5185996123497;1.48186529750152e-06;2.66430999761585e-05;down
ENSG00000135406;PRPH;-1.12442562681167;1.36039145846409;15.4854967554501;0.000822859869061617;0.00361913714476691;down
ENSG00000100167;SEPT3;-1.1252253613179;3.21571883987316;67.383019114745;8.00164762135482e-08;2.75682381594855e-06;down
ENSG00000187017;ESPN;-1.12766577039529;4.27407958751261;104.412005627805;2.2723441709213e-09;1.89199703945518e-07;down
ENSG00000289609;;-1.13209441034505;2.83356093429349;17.4607944453219;0.000466083370304933;0.00231026725153274;down
ENSG00000007402;CACNA2D2;-1.13445496199778;2.69536407891455;34.7339228487232;9.27647364027078e-06;0.000107387045691823;down
ENSG00000264644;KRT18P8;-1.13490092844447;2.33532112813377;22.5692202819712;0.000123177556508662;0.000808164943922684;down
ENSG00000006756;ARSD;-1.13539776596581;4.17370382155935;58.0699120853694;2.50230687692192e-07;6.77026471844947e-06;down
ENSG00000149927;DOC2A;-1.13623244007118;2.69236499530988;24.4446284859072;7.88527004013761e-05;0.000572982635436077;down
ENSG00000138496;PARP9;-1.13633235931385;4.09634105448786;55.6461249769699;3.44437486433325e-07;8.48274375887356e-06;down
ENSG00000204060;FOXO6;-1.13638250446113;3.71994040818189;38.9424865491066;4.35227304666667e-06;6.0576711817685e-05;down
ENSG00000156453;PCDH1;-1.13839722850215;4.8280775786711;37.028969510088;6.09584750980981e-06;7.82281788690088e-05;down
ENSG00000074964;ARHGEF10L;-1.13984558991842;5.17028475893174;37.8843459175522;5.23611727888147e-06;6.97550557114228e-05;down
ENSG00000167549;CORO6;-1.14048263659597;1.94201445271483;22.7580213245408;0.000117658393714209;0.00078185539727998;down
ENSG00000129675;ARHGEF6;-1.14133785974168;1.50905503659658;14.1633493963679;0.00122808255645241;0.00498647860657659;down
ENSG00000171368;TPPP;-1.14225103047715;2.45656828003418;39.0986337432371;4.23636856839257e-06;5.94366334349801e-05;down
ENSG00000170456;DENND5B;-1.14377322566257;4.98496071174289;86.8939964986297;1.04708157261491e-08;5.83776806211324e-07;down
ENSG00000134775;FHOD3;-1.14477613985931;2.41416383360849;27.3412781509272;4.11157339094818e-05;0.000344387356841815;down
ENSG00000110237;ARHGEF17;-1.14517556722754;3.24125566251177;44.2438242004704;1.80974704219167e-06;3.10991911869498e-05;down
ENSG00000201882;RF00493;-1.14562731483648;1.77170759053123;14.8104068990904;0.00100739253470712;0.00427271278819988;down
ENSG00000120337;TNFSF18;-1.14617582615516;0.637597086038691;12.1476991742173;0.00234156465469926;0.00839625900792957;down
ENSG00000175040;CHST2;-1.14710653414432;2.29856630525261;21.6289375416271;0.000155276820335919;0.000968606204043555;down
ENSG00000182472;CAPN12;-1.14869458715256;2.23560568106599;19.2075559317213;0.000289568099342816;0.00157483614836987;down
ENSG00000181104;F2R;-1.15148190987046;4.71321369843323;99.1847633948687;3.49962663403168e-09;2.5496238206685e-07;down
ENSG00000179456;ZBTB18;-1.15221363639066;5.34321655664019;75.6050259412657;3.22679918131243e-08;1.38032009015897e-06;down
ENSG00000139971;C14orf37;-1.15242748159144;2.69555658268852;35.9703416270534;7.38213199780705e-06;9.09790858020484e-05;down
ENSG00000141837;CACNA1A;-1.15366089838015;2.30760737764595;24.4509994967844;7.87360071310071e-05;0.000572432051844349;down
ENSG00000244558;KCNK15-AS1;-1.15375082196281;1.43728272470102;13.5780873334449;0.00147445941217863;0.00574345259191163;down
ENSG00000160991;ORAI2;-1.15415574474611;3.14797913955322;34.0588662540304;1.05324854282337e-05;0.000118526473185948;down
ENSG00000167608;TMC4;-1.15443049833511;2.93117174196982;33.3135467883729;1.21410521208313e-05;0.000131957293757722;down
ENSG00000075651;PLD1;-1.15510417527094;3.08796810868503;43.705802747689;1.97146312347584e-06;3.31054335788477e-05;down
ENSG00000035664;DAPK2;-1.15678579308238;1.50985531751268;16.452387979362;0.000620366688572735;0.00290026124782062;down
ENSG00000074527;NTN4;-1.15967014408058;2.18806065342404;25.7153040478422;5.89426973965848e-05;0.000454028085956786;down
ENSG00000196154;S100A4;-1.16069220906468;8.62310842045265;144.038585820753;1.41313109556803e-10;1.97668777648057e-08;down
ENSG00000117266;CDK18;-1.16099797750095;1.80569503761242;20.1887626437055;0.000223855236815733;0.00128965694093018;down
ENSG00000163346;PBXIP1;-1.16107355399981;3.57708590170013;49.6543408943517;7.95544553769674e-07;1.61276481422177e-05;down
ENSG00000219626;FAM228B;-1.16650235432101;1.49445686113597;15.8807536093683;0.000732377567981844;0.00330787775942203;down
ENSG00000110697;PITPNM1;-1.16721385281788;2.71117643812956;19.2027465830383;0.000289938597341421;0.00157623828201003;down
ENSG00000174938;SEZ6L2;-1.16775172440993;3.67536839109018;65.6535463772661;9.79348399609502e-08;3.25703127256572e-06;down
ENSG00000111087;GLI1;-1.16844837441132;3.37751231305494;68.3401381168678;7.16752532119882e-08;2.52542428697554e-06;down
ENSG00000136425;CIB2;-1.17098189127161;3.13664568301921;45.193689967474;1.55872093144422e-06;2.7739679884277e-05;down
ENSG00000198353;HOXC4;-1.17121339667232;1.98384440170706;20.6292052815315;0.000199867890589095;0.00117765461396809;down
ENSG00000197580;BCO2;-1.17194232521103;2.68553425252028;33.0743352782008;1.2713279931004e-05;0.000136794892057603;down
ENSG00000197043;ANXA6;-1.17251714827141;4.96800776854189;95.1713979570995;4.94026381757275e-09;3.25964199434942e-07;down
ENSG00000109472;CPE;-1.173338036197;6.51091188408577;226.488622452858;2.38758726485503e-12;9.822814900233e-10;down
ENSG00000054598;FOXC1;-1.17455456928016;7.60692482859101;289.530644102336;2.44550426040897e-13;1.62893874260003e-10;down
ENSG00000134827;TCN1;-1.17616035532214;1.71586068959583;14.471082118275;0.00111708879197969;0.00463388219178634;down
ENSG00000185664;PMEL;-1.17625115586715;1.34712418274108;15.4943656650019;0.000820698932707496;0.0036130542243781;down
ENSG00000186409;CCDC30;-1.1767838619462;1.58559877618047;18.5749149054735;0.000343115482525827;0.00180099660774469;down
ENSG00000100060;MFNG;-1.17786431427412;1.29445596458328;13.5058595199297;0.00150848345608519;0.00584830005092007;down
ENSG00000066248;NGEF;-1.17814237270814;4.03571159799704;96.0870732261249;4.56172431788929e-09;3.09754367760366e-07;down
ENSG00000146278;PNRC1;-1.17816994135041;6.00480296917222;205.080668176206;5.9296278422286e-12;1.84319187237986e-09;down
ENSG00000166833;NAV2;-1.18154145909691;2.12819000562022;25.3286977908776;6.4340755138299e-05;0.000487275843462115;down
ENSG00000163435;ELF3;-1.18253838452506;5.64343351258983;160.286290868141;5.4797929145874e-11;9.34772479137178e-09;down
ENSG00000171954;CYP4F22;-1.18301008580456;1.02417710069949;16.7638227527444;0.00056740997010007;0.00270331425809257;down
ENSG00000165171;METTL27;-1.18504270568231;2.35964638457366;22.7289746348477;0.000118489460156252;0.000786630549912507;down
ENSG00000176533;GNG7;-1.18575815064523;4.4596596241887;120.709331325785;6.59287142886912e-10;6.98644587477434e-08;down
ENSG00000105655;ISYNA1;-1.18800512223821;5.14760479371271;74.6359724167303;3.57624230850543e-08;1.45843957467563e-06;down
ENSG00000174469;CNTNAP2;-1.18820768960579;1.78540066163023;20.6994192637817;0.000196312932452762;0.00116149127545808;down
ENSG00000088992;TESC;-1.18855976066492;6.47674669596201;211.393919074639;4.49495199342872e-12;1.49002506350131e-09;down
ENSG00000232022;FAAHP1;-1.19159771321395;1.55442405706495;14.9991271153411;0.000951577499821493;0.00407427795148547;down
ENSG00000070759;TESK2;-1.1927150400343;1.65949370578857;17.4387481348289;0.00046896372685424;0.00232207596857951;down
ENSG00000140057;AK7;-1.1929467880618;1.42279857859123;13.2235235558348;0.00165007281665865;0.00630462129457012;down
ENSG00000263004;AC007114.1;-1.1956822189215;1.85447546246407;19.5962733298064;0.000261281620499959;0.00144802191265983;down
ENSG00000174028;FAM3C2;-1.19648727960649;2.04585812576244;15.2347223468979;0.000886643317837986;0.00384075787134569;down
ENSG00000101265;RASSF2;-1.1982243658813;3.06133877440981;39.583805667571;3.89738796006702e-06;5.58260579626694e-05;down
ENSG00000135373;EHF;-1.1998140418311;6.56472859782553;201.557746306119;6.94450919460047e-12;2.11173466552329e-09;down
ENSG00000237289;CKMT1B;-1.20388674137373;1.53657212464028;22.370683233765;0.000129291126483438;0.000840783020571978;down
ENSG00000137857;DUOX1;-1.20659590510058;2.25835789701912;22.480472311815;0.000125870055153156;0.000822358865708707;down
ENSG00000225663;MCRIP1;-1.20829878674272;4.71011577403197;82.4396795066399;1.60802451528209e-08;8.09102407185821e-07;down
ENSG00000155066;PROM2;-1.20880826226593;1.79214219335979;12.7303656476888;0.00193406587375197;0.00719513655373471;down
ENSG00000141293;SKAP1;-1.20917975254904;3.16783814499094;39.6963620014609;3.82308862725407e-06;5.5188197851424e-05;down
ENSG00000138336;TET1;-1.20923796857027;3.59120298116826;56.6178005686843;3.02650224734132e-07;7.73943572866735e-06;down
ENSG00000119943;PYROXD2;-1.20942811109419;2.09710856692681;17.6617935811546;0.000440705512086653;0.00220873833861272;down
ENSG00000132326;PER2;-1.21035584949584;3.42811386332486;43.7981278666381;1.94261711030597e-06;3.26995525137905e-05;down
ENSG00000104324;CPQ;-1.21179577545251;1.71151588743567;16.525020164951;0.000607544987744627;0.00285370694713628;down
ENSG00000137834;SMAD6;-1.2119078308154;4.02580022381837;68.8262287570434;6.78093024960622e-08;2.39953789915167e-06;down
ENSG00000228594;FNDC10;-1.21399008287975;1.96994851987526;12.5955597944231;0.0020208336283187;0.00745055898601001;down
ENSG00000168916;ZNF608;-1.21407080035859;3.01708307741842;26.0370348628727;5.48299912402038e-05;0.000430393893079669;down
ENSG00000143494;VASH2;-1.21932331005852;1.40282640950896;14.356604334277;0.00115702720657777;0.00474757892801697;down
ENSG00000172575;RASGRP1;-1.21991105120701;1.84565189516552;13.1743881602885;0.0016761860624016;0.00637826187183722;down
ENSG00000124766;SOX4;-1.22173906160042;9.22060452660464;302.585576610543;1.61790077837086e-13;1.25728867154731e-10;down
ENSG00000272156;AC008280.3;-1.22324530489763;1.31573486752999;12.3881397694553;0.00216288519089482;0.00786646855180361;down
ENSG00000143507;DUSP10;-1.22329088390778;1.46482515805538;16.309674826222;0.00064643975518905;0.00299714925276249;down
ENSG00000074855;ANO8;-1.22421224836501;4.63145799934954;15.6787830122479;0.000777156800051935;0.00345545750766893;down
ENSG00000167971;CASKIN1;-1.22430084828429;2.22847472182941;34.9831388259619;8.85527019717909e-06;0.000104090352536253;down
ENSG00000164638;SLC29A4;-1.22549487827068;2.84264464456822;63.872820510206;1.21115754698964e-07;3.86796159070572e-06;down
ENSG00000099617;EFNA2;-1.22627755228657;3.87587891799343;83.7016547374884;1.42130328472269e-08;7.33623260025867e-07;down
ENSG00000162804;SNED1;-1.2273347526285;1.60127150917651;17.2985871729159;0.00048774211756581;0.00238884339653731;down
ENSG00000131409;LRRC4B;-1.22869358293341;1.68635405748663;20.1005868040361;0.000229029595709064;0.00130812918557662;down
ENSG00000134107;BHLHE40;-1.22879979672258;5.07021511748302;147.652144652774;1.13563423718733e-10;1.67213175892382e-08;down
ENSG00000049239;H6PD;-1.22887687110534;3.30809321939053;51.8217806910525;5.82886436286719e-07;1.27596486240667e-05;down
ENSG00000054654;SYNE2;-1.22952794562038;7.09077784060417;139.488312163085;1.87404818489225e-10;2.42723944539563e-08;down
ENSG00000026950;BTN3A1;-1.2296861992562;2.73098591301454;39.7951964843526;3.75913208751368e-06;5.46861570626504e-05;down
ENSG00000169169;CPT1C;-1.22989220701691;2.1003622554968;32.4631131391832;1.43150606043887e-05;0.000149655506527795;down
ENSG00000057704;TMCC3;-1.23050212242841;3.797486449653;65.8312616725663;9.59040091336254e-08;3.20934277454821e-06;down
ENSG00000108924;HLF;-1.23174022802954;1.93232391927343;25.6148877196785;6.02950769405163e-05;0.000461888026420559;down
ENSG00000231584;FAHD2CP;-1.23394975571103;1.46731870408014;24.69383477154;7.44270066668347e-05;0.000548516843654206;down
ENSG00000138642;HERC6;-1.23673525347533;1.63870415600797;16.6739410235998;0.000582161770974953;0.00276324358751192;down
