ENSEMBL;Gene Symbol;logFC;logCPM;F;PValue;FDR;type
ENSG00000197444;OGDHL;-1.23922244671891;2.12606058473604;27.0962792319177;4.3372258996754e-05;0.000359414193629499;down
ENSG00000233369;GTF2IP4;-1.24062484631169;1.15383802831179;14.2881130176202;0.00118167582244452;0.00483453682490609;down
ENSG00000250073;AP000866.2;-1.24227218053466;2.14365054888842;21.2991087606418;0.000168640788065654;0.00103371925655669;down
ENSG00000130748;TMEM160;-1.2432434837141;3.10693524456176;33.6464178998536;1.13914400541581e-05;0.000125566165072942;down
ENSG00000108244;KRT23;-1.24354311090052;2.12107676872039;28.8978766058516;2.94758845480382e-05;0.000264809680833628;down
ENSG00000220785;MTMR9LP;-1.2460718723721;2.29766356896817;31.5776595013587;1.70439785114634e-05;0.000171642312036249;down
ENSG00000068831;RASGRP2;-1.24617578499192;3.28923519952579;70.9009765326724;5.37025325731781e-08;1.99784847242983e-06;down
ENSG00000173281;PPP1R3B;-1.24665553524041;3.58716879825768;74.662555165325;3.56611869984118e-08;1.45843957467563e-06;down
ENSG00000106789;CORO2A;-1.24763245006193;4.63149219153852;72.2073765901342;4.64955654832773e-08;1.77215250675772e-06;down
ENSG00000162745;OLFML2B;-1.24816584329389;1.57230942665538;18.3274326821225;0.000366964824293959;0.00189737501651156;down
ENSG00000126106;TMEM53;-1.24919380134706;3.41215617188037;64.6891478916964;1.09814520617926e-07;3.56400351369734e-06;down
ENSG00000169231;THBS3;-1.25052281305288;1.65549718717323;25.7093191110024;5.90223569241424e-05;0.000454377946425374;down
ENSG00000273032;DGCR9;-1.2532129897352;1.59621826891529;22.7581224671977;0.000117655511136358;0.00078185539727998;down
ENSG00000172164;SNTB1;-1.25558570527316;4.70501735228119;78.2925842406607;2.43943785508621e-08;1.13742855723153e-06;down
ENSG00000142920;AZIN2;-1.25691341032066;2.9212513453074;49.0322872007088;8.71422136912311e-07;1.72167413151545e-05;down
ENSG00000116990;MYCL;-1.25692007719146;3.96583004778877;105.628479508512;2.06049371150584e-09;1.75745036808193e-07;down
ENSG00000162426;SLC45A1;-1.25959363168773;2.43412896018645;37.6902593645971;5.41878030627933e-06;7.17104057939785e-05;down
ENSG00000186212;SOWAHB;-1.26061734570557;2.47361229953735;31.1407153214903;1.85980075909711e-05;0.000184896183498582;down
ENSG00000187730;GABRD;-1.26167767094053;4.26475485540455;83.8836779166804;1.39639866401095e-08;7.23437944895744e-07;down
ENSG00000152818;UTRN;-1.26297733234298;5.50105835512379;179.282148694716;2.00751516830361e-11;4.5292132539082e-09;down
ENSG00000110042;DTX4;-1.26359729177008;2.84959045306845;36.6155110775584;6.56623649725784e-06;8.26060376953488e-05;down
ENSG00000139318;DUSP6;-1.26561407545756;9.21838404145;174.239799661595;2.59539394599995e-11;5.50066219949202e-09;down
ENSG00000126217;MCF2L;-1.26625633242371;2.59075188053298;19.8879103176456;0.000242061546347884;0.0013609151568787;down
ENSG00000265666;RARA-AS1;-1.26912762223093;1.12449367328036;16.4883658942784;0.000613978554648882;0.0028768031058676;down
ENSG00000267265;AC011476.3;-1.27459664479607;2.5161043689256;19.0696237298081;0.000300404604141765;0.00161804374383328;down
ENSG00000197635;DPP4;-1.27509687321419;1.9989552618684;27.4945754106133;3.97697921493084e-05;0.000335727128898326;down
ENSG00000224903;AC005534.1;-1.28049582186578;1.17709313165961;12.3164140322395;0.00221455304789061;0.00801479121187421;down
ENSG00000148344;PTGES;-1.28065151313964;5.58129717410112;38.8611760118433;4.41400730600713e-06;6.1313936639948e-05;down
ENSG00000105649;RAB3A;-1.28398614441085;2.97644050754453;49.9363355751093;7.6356867740672e-07;1.56380653873575e-05;down
ENSG00000255856;AC069503.1;-1.28406594821265;1.49022101052155;13.5526471760892;0.00148634552064918;0.00578331047088754;down
ENSG00000012171;SEMA3B;-1.28572299810505;3.56003313580997;47.9462201270381;1.02373901123318e-06;1.96434311236347e-05;down
ENSG00000255517;AP002748.3;-1.28585037778049;1.49381327133854;16.6311533152289;0.000589332746805471;0.0027915971765374;down
ENSG00000227615;AP001324.1;-1.28790685905093;2.70918769118824;21.7644671860975;0.000150127806571311;0.000945514524232103;down
ENSG00000229980;TOB1-AS1;-1.28838246792547;1.07836049708195;12.3228527438935;0.00220985947027846;0.00799987429354428;down
ENSG00000129451;KLK10;-1.28866173132778;4.72527719957131;170.866983883845;3.09352148668777e-11;6.27133022547659e-09;down
ENSG00000129757;CDKN1C;-1.29400161375065;5.03006131088553;148.076472329321;1.10719732172561e-10;1.647603844287e-08;down
ENSG00000163884;KLF15;-1.29424141991155;2.30778937771294;33.2837027581929;1.22108692460026e-05;0.000132510193183153;down
ENSG00000250917;AL035458.2;-1.29670226360401;1.56784875830117;12.2792024144808;0.00224189624488813;0.00809699062057711;down
ENSG00000128218;VPREB3;-1.29679306172883;0.758861472889229;12.9567310098364;0.00179749623389429;0.0067717148719939;down
ENSG00000186417;GLDN;-1.29876840876073;1.33975800624837;17.5649652766787;0.000452735116092977;0.00225448871623659;down
ENSG00000130813;C19orf66;-1.29972704025363;2.78909442278839;40.3251064582719;3.43570884638928e-06;5.09096348975564e-05;down
ENSG00000182809;CRIP2;-1.30008695483684;2.84436216011571;31.0906558463619;1.87857939388586e-05;0.000186101760351809;down
ENSG00000205309;NT5M;-1.30197302782599;2.02703131865669;35.7263280408652;7.71930930645965e-06;9.38936509380501e-05;down
ENSG00000140092;FBLN5;-1.3021765419452;0.895658524320962;11.8172457203647;0.00261440470405533;0.00915630771164897;down
ENSG00000123104;ITPR2;-1.30256381429643;4.95579094265445;137.450258898655;2.13225634537583e-10;2.71145470537428e-08;down
ENSG00000134769;DTNA;-1.30435127629812;3.74023303144733;50.8803791595941;6.6639938719666e-07;1.42097479086995e-05;down
ENSG00000106714;CNTNAP3;-1.30480660580835;4.10726600519008;110.326192288533;1.4244598384873e-09;1.29385352082859e-07;down
ENSG00000167037;SGSM1;-1.3048760887514;3.2153396075833;59.009435231325;2.21681251714806e-07;6.18628479789313e-06;down
ENSG00000196562;SULF2;-1.31239516844379;4.09148694305919;83.2574840008352;1.48415196738547e-08;7.57675829189339e-07;down
ENSG00000112139;MDGA1;-1.31262493138336;0.861266876985721;16.2456411353136;0.000658530059642146;0.00304168346541718;down
ENSG00000205078;SYCE1L;-1.31385498406008;1.30856206668776;16.6719911950984;0.00058248644651615;0.00276384681610173;down
ENSG00000128266;GNAZ;-1.3180783000076;4.43349149899375;97.2458639815235;4.12771537474915e-09;2.90462955980447e-07;down
ENSG00000021355;SERPINB1;-1.31929019821832;5.93087114469599;220.530555310328;3.05027024839202e-12;1.18519945095854e-09;down
ENSG00000160781;PAQR6;-1.32089004039367;2.61650859501264;34.7910618073287;9.17798789748028e-06;0.000106806734367682;down
ENSG00000063180;CA11;-1.32360390437475;3.60472560528333;87.7058947406278;9.70219663945855e-09;5.54819009072343e-07;down
ENSG00000259448;LINC02352;-1.32453505678843;1.28258490020764;16.7299242380728;0.000572924481034393;0.00272494649463077;down
ENSG00000005187;ACSM3;-1.32610801263118;4.07137005883237;159.960169440001;5.58018685866923e-11;9.39394229013517e-09;down
ENSG00000125246;CLYBL;-1.32852120138217;4.15149695957169;123.523402737694;5.40362063521397e-10;6.04686763562984e-08;down
ENSG00000212464;SNORA12;-1.32853611104181;3.84055923633207;19.3127214276964;0.000281595707065478;0.00153925781572173;down
ENSG00000181444;ZNF467;-1.32928553953878;2.7818678569944;31.8230713753127;1.62342940758235e-05;0.000165152949478268;down
ENSG00000081189;MEF2C;-1.32930473727301;3.30447122897318;64.9646745093887;1.06266301661608e-07;3.48115463148142e-06;down
ENSG00000185100;ADSSL1;-1.33345394661583;2.57748144781163;45.7548503716533;1.42860251557819e-06;2.58850932485851e-05;down
ENSG00000154165;GPR15;-1.33374812080557;1.06454178844476;21.3702866281459;0.000165652853801493;0.0010198732918025;down
ENSG00000214530;STARD10;-1.33407217256375;2.70849253241561;27.3442832488823;4.10888718159456e-05;0.000344368567382532;down
ENSG00000206077;ZDHHC11B;-1.33434889718309;1.1760669313235;18.1498787972791;0.000385202270960602;0.00197877685133929;down
ENSG00000168772;CXXC4;-1.33817729370652;2.03087956188101;32.5429438400153;1.4093758430926e-05;0.000148339723801199;down
ENSG00000185669;SNAI3;-1.33877980673344;1.3030228979057;24.6197379384998;7.5713600885089e-05;0.00055624046700663;down
ENSG00000269989;AC036176.3;-1.33911801095085;0.636390039422479;11.9800136253362;0.00247584908708534;0.00877847426071719;down
ENSG00000239282;CASTOR1;-1.34046764346068;1.42334866115057;26.6927944408404;4.73919558549369e-05;0.00038609125130976;down
ENSG00000136367;ZFHX2;-1.3459337326633;1.78009309218885;26.7562579131349;4.67333631548074e-05;0.000381169844786849;down
ENSG00000196126;HLA-DRB1;-1.34697365033771;1.79708072023099;35.5973772813797;7.90431671860436e-06;9.57277768483444e-05;down
ENSG00000233695;GAS6-AS1;-1.348638191682;2.96783530020263;45.7896570288248;1.42093506075402e-06;2.57795585341469e-05;down
ENSG00000132561;MATN2;-1.34978480335741;2.12342103275387;24.3187829524129;8.11972542207204e-05;0.00058636406403688;down
ENSG00000224631;RPS27AP16;-1.34979262662433;3.51298514679919;19.1587296106329;0.000293353950788054;0.0015892467326194;down
ENSG00000181409;AATK;-1.35256804455189;3.83641058469651;56.7761116912545;2.96386566151973e-07;7.63509261019116e-06;down
ENSG00000132688;NES;-1.35405702296927;3.63422841944571;37.6522754379519;5.45534345388968e-06;7.18543731007616e-05;down
ENSG00000099840;IZUMO4;-1.35574637806189;0.371218158884454;11.8370119218258;0.0025971289078817;0.00910264073251046;down
ENSG00000169427;KCNK9;-1.35708659161121;0.573111825916714;13.9269174607216;0.00132165884842561;0.00528361359582092;down
ENSG00000009950;MLXIPL;-1.35741436852099;6.03928809666363;42.7821062559741;2.28751866762282e-06;3.74243404943954e-05;down
ENSG00000127124;HIVEP3;-1.36248042703392;4.0139779415567;104.827042265511;2.19748532200493e-09;1.84062423258712e-07;down
ENSG00000115525;ST3GAL5;-1.36332879455929;3.83043934238156;77.7908312909602;2.56869116759987e-08;1.18976331299295e-06;down
ENSG00000213889;PPM1N;-1.36375159653062;2.31315326344805;39.9569541928217;3.65698453737843e-06;5.35642928888476e-05;down
ENSG00000149260;CAPN5;-1.36520398147984;2.58166314093343;24.9704631275624;6.98324079409715e-05;0.000520843199035764;down
ENSG00000186642;PDE2A;-1.36964125770365;3.556831626675;53.5986656276207;4.54904687270527e-07;1.04830424473478e-05;down
ENSG00000202314;SNORD6;-1.36999083825119;2.51002470840201;32.8632961199936;1.32428467349024e-05;0.000140791777848631;down
ENSG00000172159;FRMD3;-1.37320018597697;2.60468422699892;24.8939249263005;7.10715404664706e-05;0.000529190411276105;down
ENSG00000166046;TCP11L2;-1.37462337266816;1.67916164861278;16.7557275513739;0.000568721523558356;0.00270771840419819;down
ENSG00000142798;HSPG2;-1.37619334616764;3.60245250011514;74.6554795448104;3.56881025126862e-08;1.45843957467563e-06;down
ENSG00000095539;SEMA4G;-1.37811794129291;2.58253456560336;38.1187378484023;5.02450483711925e-06;6.79717346824218e-05;down
ENSG00000204882;GPR20;-1.37915033922814;0.84421735549916;16.4895988226283;0.000613760931341494;0.0028768031058676;down
ENSG00000145103;ILDR1;-1.37924929790173;1.30735462416394;18.8012650865397;0.00032279414488533;0.00171161656507051;down
ENSG00000177606;JUN;-1.37974088540667;6.02925932530083;233.851497576058;1.7783231461875e-12;8.29172805629027e-10;down
ENSG00000010310;GIPR;-1.38130136863915;1.44950568176009;16.7116742579086;0.000575917834682141;0.00273732200867611;down
ENSG00000129910;CDH15;-1.38465448421261;0.698810178415469;11.7240828286908;0.00269756359735804;0.00939190865041461;down
ENSG00000264229;RNU4ATAC;-1.38497881714439;5.31944380136003;52.7506038607408;5.11646292812842e-07;1.15248121479324e-05;down
ENSG00000166924;NYAP1;-1.38556976596868;2.33218085983351;43.2809300646861;2.11043104887221e-06;3.51019138069257e-05;down
ENSG00000272112;AC011374.2;-1.38791180226119;2.96518904897795;49.2305624768658;8.46405108185078e-07;1.68654054890212e-05;down
ENSG00000169184;MN1;-1.38848862063042;2.32252475632071;42.1659676373458;2.52921233545587e-06;4.02487168923285e-05;down
ENSG00000149212;SESN3;-1.3894135902193;3.55175908750001;65.5142842814972;9.95593378854478e-08;3.29228373130412e-06;down
ENSG00000156299;TIAM1;-1.38947831044905;6.49444474970641;316.402049503372;1.06374326241421e-13;8.75272985567643e-11;down
ENSG00000273338;AC103591.3;-1.39110911391272;2.57663348853672;42.2635768781818;2.48911674539219e-06;3.98372597649267e-05;down
ENSG00000182580;EPHB3;-1.39307187425855;2.76878244585808;38.0731324052393;5.06492859117004e-06;6.83203675345097e-05;down
ENSG00000290003;;-1.39605324242;2.8246445731173;32.682075325316;1.37170187585057e-05;0.00014502922025244;down
ENSG00000170379;TCAF2;-1.39681313332203;0.860654001758892;14.2869934679325;0.00118208352086327;0.00483479072802206;down
ENSG00000182253;SYNM;-1.39785315374282;2.33573852518888;27.2814931953441;4.16541852697931e-05;0.000347648415008273;down
ENSG00000188176;SMTNL2;-1.39889148271328;2.3550684876142;37.4323023105723;5.67250522210367e-06;7.41560776138188e-05;down
ENSG00000181350;LRRC75A;-1.39958810386647;1.34537077635575;18.3794966256668;0.000361799418183703;0.00187577845128007;down
ENSG00000139946;PELI2;-1.40669739270886;3.79608318151608;85.5136845000097;1.19360546697881e-08;6.39699359084274e-07;down
ENSG00000198929;NOS1AP;-1.40757079819018;3.70346971599471;45.5463028952715;1.4755078626943e-06;2.6562939489534e-05;down
ENSG00000130304;SLC27A1;-1.40941243978161;3.08768190987229;42.2151701113203;2.50891292971498e-06;4.00624133114762e-05;down
ENSG00000165879;FRAT1;-1.41003013412012;1.38623276601034;20.7837313007556;0.000192136068569205;0.00114074674327082;down
ENSG00000006016;CRLF1;-1.41045925123679;5.31617932169802;120.897549668331;6.50492489140467e-10;6.94586941839454e-08;down
ENSG00000184709;LRRC26;-1.41047447974608;1.94198597904177;23.6486319093461;9.50506624401023e-05;0.000664120212893182;down
ENSG00000105419;MEIS3;-1.4128002261968;3.33150085980353;35.3121719378753;8.33109692360294e-06;9.95178341309632e-05;down
ENSG00000104490;NCALD;-1.41350065555318;0.39715604981642;13.632106585654;0.00144956792929432;0.00566700843906345;down
ENSG00000179388;EGR3;-1.41657792030519;1.14759533177001;19.6590878910365;0.000257003744133894;0.00142941088387472;down
ENSG00000085117;CD82;-1.41777795510005;3.27513057374585;54.3706609396285;4.09232528863356e-07;9.65319496414944e-06;down
ENSG00000196220;SRGAP3;-1.41901758169537;3.42895851953166;73.5612026381289;4.01328241062454e-08;1.58134631999482e-06;down
ENSG00000183682;BMP8A;-1.42121651759558;2.8243626891039;42.4996711594634;2.39499807575547e-06;3.85958906493866e-05;down
ENSG00000123612;ACVR1C;-1.42624313281318;2.96086153543886;56.6640876680638;3.00803910181536e-07;7.7063096989365e-06;down
ENSG00000148671;ADIRF;-1.42982738719107;6.66237300674299;121.032958873553;6.44245245876023e-10;6.94586941839454e-08;down
ENSG00000018236;CNTN1;-1.43004044139249;2.42927287737131;40.5768313636733;3.29291192657303e-06;4.93689732356951e-05;down
ENSG00000227704;AL354892.1;-1.43067560845585;1.07095194871976;20.5417268095401;0.000204396697071211;0.00119527633722078;down
ENSG00000254726;MEX3A;-1.43193922961151;4.49369196731745;150.698241868166;9.47963710047256e-11;1.48990071642034e-08;down
ENSG00000001617;SEMA3F;-1.43471673953506;2.3341615309913;29.1432119851902;2.79979898701649e-05;0.000254143985920744;down
ENSG00000166432;ZMAT1;-1.4386266824256;2.41509923922642;30.4449598480919;2.14048088904601e-05;0.000207061180331781;down
ENSG00000145358;DDIT4L;-1.43880279905613;3.88766760657874;79.5684654314351;2.14186771097627e-08;1.02254080345174e-06;down
ENSG00000233901;LINC01503;-1.43903607774601;2.37999432957437;37.9864619129176;5.14274239660976e-06;6.8970930626824e-05;down
ENSG00000274428;RF00003;-1.43958809938329;2.19508587723716;29.5271273525929;2.58464742519107e-05;0.000240226233777892;down
ENSG00000240694;PNMA2;-1.44060614635367;0.561384938148408;14.239758492502;0.00119942735189617;0.00489570755714142;down
ENSG00000110628;SLC22A18;-1.44110795087239;3.60504464231457;70.084362414547;5.88275442278569e-08;2.1429158558835e-06;down
ENSG00000105088;OLFM2;-1.44391073713836;1.36743694583207;16.044766959778;0.000698108578494989;0.00319018059326622;down
ENSG00000126458;RRAS;-1.4467440914714;4.79926517025999;76.1827215180802;3.03647147651713e-08;1.33895257186079e-06;down
ENSG00000162572;SCNN1D;-1.44675069601283;0.605209371994841;15.8788373032831;0.000732788794875099;0.00330866677298673;down
ENSG00000272398;CD24;-1.44778929901841;2.36873452900318;28.3499249104838;3.30971082201217e-05;0.000290258526509757;down
ENSG00000204257;HLA-DMA;-1.44807052946191;1.81138673184679;41.8871097400257;2.64773262049049e-06;4.15961639303876e-05;down
ENSG00000183018;SPNS2;-1.44811385994421;0.887120863930704;16.253242259214;0.000657081892771961;0.0030384335590394;down
ENSG00000128573;FOXP2;-1.44947403681331;1.27483430416859;16.8819561165235;0.000548645788913435;0.00262733902612843;down
ENSG00000196391;ZNF774;-1.44959061742811;1.36728043891378;21.8787894683194;0.000145930749402951;0.000923238047330837;down
ENSG00000103811;CTSH;-1.45205610199793;4.37456073194256;78.5149496097439;2.38445919412124e-08;1.11925554387141e-06;down
ENSG00000257595;LINC02356;-1.45272550650116;1.28874253937362;14.5062205371334;0.00110513761742989;0.00460490467459316;down
ENSG00000146070;PLA2G7;-1.45530276995327;2.95359817462544;64.7323954662234;1.09249055261401e-07;3.5538971744104e-06;down
ENSG00000188747;NOXA1;-1.45633504098025;1.37562728998893;16.5104507119803;0.000610093259262501;0.00286375319146439;down
ENSG00000143850;PLEKHA6;-1.46005866493576;0.832847859975646;12.9737246541121;0.00178768307782618;0.00674382710157299;down
ENSG00000275964;AL355001.2;-1.46244899256034;2.05689504538845;34.4671345338931;9.75198431920784e-06;0.000111446696615261;down
ENSG00000126368;NR1D1;-1.46305495721629;3.16554478285298;82.7780688242019;1.55543990803013e-08;7.88314979475559e-07;down
ENSG00000205683;DPF3;-1.46681730514741;0.888810956447021;13.7983422843394;0.00137583984365297;0.00543651065904457;down
ENSG00000102854;MSLN;-1.46870917736986;2.39297234785522;36.5525149134476;6.64135392413274e-06;8.34674381767913e-05;down
ENSG00000125531;FNDC11;-1.47152131366482;0.332896095152109;11.7192887367217;0.00270192154139577;0.00940395086365865;down
ENSG00000169891;REPS2;-1.47277692943658;3.29609699492004;59.0536044622995;2.20430304962964e-07;6.17911644453296e-06;down
ENSG00000148655;LRMDA;-1.47404359327868;1.892805035422;31.61707961542;1.69109740189024e-05;0.000170548453191353;down
ENSG00000268601;AC115522.1;-1.47614506425431;0.965559251806363;12.5050427046505;0.00208151197847471;0.00763647320918403;down
ENSG00000214049;UCA1;-1.47895378965278;6.70667856059015;376.383501799006;2.06337459043022e-14;2.22019105930292e-11;down
ENSG00000175938;ORAI3;-1.47951394582925;2.49239187415551;51.6658021075124;5.95888036929563e-07;1.28630892910042e-05;down
ENSG00000260552;AC023043.1;-1.48043269732314;0.834249455600282;14.202501913214;0.00121330595375816;0.0049397275539681;down
ENSG00000128394;APOBEC3F;-1.48158384341193;3.9606018972809;50.0818910294518;7.47619639119327e-07;1.54243414631285e-05;down
ENSG00000130558;OLFM1;-1.48188968643021;2.3326545044241;50.723402296687;6.81566074733603e-07;1.44232167221991e-05;down
ENSG00000185352;HS6ST3;-1.48945738045532;0.710087755619819;20.4440386194677;0.000209588347086353;0.00122104198210908;down
ENSG00000290039;;-1.48984244162895;2.57259625036652;61.934504210271;1.53435047776097e-07;4.70668738660535e-06;down
ENSG00000071242;RPS6KA2;-1.49014284484641;3.26034439897501;65.0879420648071;1.04719885617454e-07;3.43854873243414e-06;down
ENSG00000262165;AC233723.1;-1.49243842330298;0.922620750000651;13.0910469326801;0.00172153083197408;0.00652595481779224;down
ENSG00000124225;PMEPA1;-1.49334687579759;1.93921545743722;28.1589082231894;3.44725618333981e-05;0.000298762202556117;down
ENSG00000179862;CITED4;-1.49472809335375;1.24783751671331;13.2428127018555;0.00163994488758917;0.00627106317320867;down
ENSG00000181513;ACBD4;-1.49525689945305;0.99128486730645;20.1859218774215;0.000224019914005327;0.00129007433392611;down
ENSG00000162595;DIRAS3;-1.49535531856611;1.16934065443823;20.7075757938245;0.000195904508021948;0.00116016607036876;down
ENSG00000100968;NFATC4;-1.49568351801684;1.80301989316514;21.6921903844182;0.00015284988471639;0.000957793015147025;down
ENSG00000103316;CRYM;-1.49682741440785;2.86950637438907;47.7814843717912;1.04930328892225e-06;2.00788705956832e-05;down
ENSG00000198203;SULT1C2;-1.50265447071581;1.34282588801909;18.4816325714547;0.000351897836966262;0.00183738221108028;down
ENSG00000231023;LINC00326;-1.50279800909861;5.15503801823352;210.958992468377;4.58043163644242e-12;1.49002506350131e-09;down
ENSG00000136352;NKX2-1;-1.50322751810482;1.81356925463797;35.2860984651418;8.37136185100968e-06;9.98283116555186e-05;down
ENSG00000130707;ASS1;-1.50460362532607;5.24773160604381;179.96375996836;1.93998691084481e-11;4.44861260801595e-09;down
ENSG00000075213;SEMA3A;-1.51140525331265;4.66599019505351;180.06313281377;1.93035237985117e-11;4.44861260801595e-09;down
ENSG00000183128;CALHM3;-1.51152575803369;0.604959800892873;13.1532441390437;0.00168756369055521;0.00641631989765869;down
ENSG00000084710;EFR3B;-1.51368090413848;1.60280860357939;38.8143615736997;4.44998774294415e-06;6.17524092741099e-05;down
ENSG00000223572;CKMT1A;-1.51626534186665;1.40604203213706;25.7293471354611;5.87562487587911e-05;0.000453827944581982;down
ENSG00000142871;CYR61;-1.51635576350684;6.79559860255941;205.839909672145;5.73299435998912e-12;1.82257102517109e-09;down
ENSG00000163082;SGPP2;-1.51772320610752;1.71127766147307;33.5304593789201;1.16466244130595e-05;0.000127774888070491;down
ENSG00000266680;AL135905.1;-1.51802261956807;1.91886272147839;42.6438340626305;2.33945875464726e-06;3.80704804050151e-05;down
ENSG00000263874;LINC00672;-1.51930870058791;1.2240582137851;11.8572929393411;0.00257953459485685;0.00906140881789493;down
ENSG00000115257;PCSK4;-1.52009304479104;0.990516383639819;12.8305027945641;0.00187228335334313;0.00699505863957363;down
ENSG00000114378;HYAL1;-1.52245125665612;1.58279185379456;30.5730447580867;2.08548711056839e-05;0.000202160732519963;down
ENSG00000116983;HPCAL4;-1.5252696176762;2.63283057032299;60.4774023979918;1.83988074141899e-07;5.38415309852906e-06;down
ENSG00000214279;SCART1;-1.52814493541262;1.33966289231316;15.5073121785444;0.000817555730204855;0.00360301498238989;down
ENSG00000167748;KLK1;-1.53139962874783;0.197112995439814;12.0171398576677;0.00244539816732558;0.00869060710481458;down
ENSG00000140600;SH3GL3;-1.53281646317641;1.44237455111111;40.086434910873;3.5774207640808e-06;5.26193077265639e-05;down
ENSG00000236008;LINC01814;-1.53534458416821;0.371385536256577;12.4860244669735;0.00209451587119256;0.00767568457066847;down
ENSG00000185561;TLCD2;-1.53592196926724;3.12079935870128;38.7554471596871;4.49572769977036e-06;6.20792093429297e-05;down
ENSG00000185847;LINC01405;-1.53635042180613;3.53186268715323;137.919970189874;2.06945014031136e-10;2.6557310607959e-08;down
ENSG00000169429;CXCL8;-1.53925634650371;2.55792044173795;49.0040892638711;8.75045610840138e-07;1.72639464096359e-05;down
ENSG00000143001;TMEM61;-1.53966489236144;2.3341574752467;46.9422795414838;1.19093338642023e-06;2.21821254450682e-05;down
ENSG00000165029;ABCA1;-1.54170983844735;1.25958987480204;16.1206879772226;0.000682848830070256;0.0031337563763198;down
ENSG00000188177;ZC3H6;-1.55305140719395;4.63944957284987;183.423202615672;1.63363584993819e-11;4.00899969630446e-09;down
ENSG00000287978;;-1.55460307786897;0.805703231528919;19.7348755097411;0.000251944943417331;0.00140686861018828;down
ENSG00000236305;SLC12A9-AS1;-1.5574549204683;0.708538308577001;14.0353894970357;0.00127778223947695;0.00514941456807939;down
ENSG00000172889;EGFL7;-1.5601203287344;3.27534339554011;69.2457138656239;6.46571101699065e-08;2.31310398224208e-06;down
ENSG00000104953;TLE6;-1.56205583692379;2.37081262948905;27.5249343975171;3.95090445795273e-05;0.000334197964520481;down
ENSG00000158445;KCNB1;-1.56651840689534;1.59774691521762;20.6268010906999;0.000199990866882802;0.00117788305092911;down
ENSG00000099864;PALM;-1.56677195783029;5.33576065308313;197.556862566662;8.33503305398778e-12;2.37939678284043e-09;down
ENSG00000114841;DNAH1;-1.56890378529159;0.687716751203575;12.1614139090989;0.00233094407905363;0.00836246365165484;down
ENSG00000180155;LYNX1;-1.56947735894493;1.24907869310206;22.6328002160097;0.00012128768912762;0.000799515643504782;down
ENSG00000159714;ZDHHC1;-1.57373375239169;0.965394047523967;20.1660227520959;0.000225177207030484;0.00129354364350818;down
ENSG00000196358;NTNG2;-1.57430599829309;1.07927018732968;19.7125333734099;0.000253424755853527;0.00141244996673829;down
ENSG00000117472;TSPAN1;-1.57666986627553;3.94335131930294;171.985572137071;2.91753309230355e-11;6.09111237240926e-09;down
ENSG00000242574;HLA-DMB;-1.57985062276971;1.88304089926383;23.1316346803124;0.000107522849603996;0.000732957904610473;down
ENSG00000287337;;-1.57986599884036;0.504095431775597;12.75382476136;0.00191939213965177;0.00715005519292915;down
ENSG00000062282;DGAT2;-1.58083850112333;2.59924669096274;45.134627585443;1.57315780342302e-06;2.77845092857086e-05;down
ENSG00000167074;TEF;-1.58160891490453;2.67023081202379;52.8048062915431;5.07795596098787e-07;1.14750319842162e-05;down
ENSG00000185567;AHNAK2;-1.58164260569601;4.64493890984194;102.660834910412;2.62060843872106e-09;2.08278811595626e-07;down
ENSG00000135363;LMO2;-1.58184372263668;1.7269716367112;43.1169785113466;2.1669119983386e-06;3.57860271933416e-05;down
ENSG00000142910;TINAGL1;-1.58429905284978;4.69846946281079;80.6662633118902;1.91763450382666e-08;9.28161641506136e-07;down
ENSG00000289852;;-1.58491668796364;0.700067073002138;15.6652770830105;0.000780257430495424;0.00346593869093998;down
ENSG00000206828;RF00003;-1.58834280524692;0.57213150155627;14.1202892243926;0.00124456426318582;0.00503790107203158;down
ENSG00000118257;NRP2;-1.59040746963613;1.97400738757553;41.9519429736965;2.61964133128177e-06;4.13117733280377e-05;down
ENSG00000105855;ITGB8;-1.59361251563769;4.01015106754018;71.1737760998333;5.21016055151629e-08;1.94345935452293e-06;down
ENSG00000197467;COL13A1;-1.59534124039225;4.8017011089928;146.075867501046;1.2485276505678e-10;1.7946063370188e-08;down
ENSG00000148180;GSN;-1.60043412646246;5.4921687365076;269.615651812266;4.7560428433562e-13;2.77198030386944e-10;down
ENSG00000273079;GRIN2B;-1.60156948852081;4.83647729853776;237.856660712764;1.52043330941224e-12;7.33373142484773e-10;down
ENSG00000249679;AC106897.1;-1.60531500531107;0.658890890782345;14.4401085319995;0.00112774205703326;0.00466127304100209;down
ENSG00000181626;ANKRD62;-1.61239113108165;0.482188218893156;13.7936186261299;0.00137787664776683;0.00544070548056435;down
ENSG00000185133;INPP5J;-1.61293685446053;0.870552986115037;19.976613407811;0.000236529258794651;0.00134058803566433;down
ENSG00000167733;HSD11B1L;-1.61434894820477;2.15854688530005;33.5429516345967;1.16188329494706e-05;0.000127570043404392;down
ENSG00000169918;OTUD7A;-1.61437045644118;0.973303792179843;15.8818775558198;0.00073213649501525;0.00330785700654823;down
ENSG00000277715;AC079174.2;-1.62270063126018;1.38074238452613;25.2207252738265;6.59440902330694e-05;0.000496194692942537;down
ENSG00000260086;AC007611.1;-1.62444712467697;1.74321089367348;39.2960685406224;4.09465660089672e-06;5.8148280744511e-05;down
